chunk,feature,importance_gain,importance_split
1,f105_future_payment_26m_mean,102.96146011352539,9
1,f105_future_payment_28m_max,101.8701696395874,8
1,f105_future_payment_25m_min,220.5180401802063,16
1,f105_future_payment_27m_sum,116.38071918487549,7
1,f105_future_payment_27m_max,200.54497241973877,14
1,f105_future_payment_29m_max,143.59569931030273,10
1,f105_future_payment_28m_sum,78.46730041503906,5
1,f105_future_payment_28m_min,228.08899068832397,17
1,f105_future_payment_26m_sum,72.8144302368164,5
1,f105_future_payment_28m_mean,250.52837753295898,16
1,f105_future_payment_27m_mean,198.6980504989624,14
1,f105_future_payment_27m_min,148.43057918548584,12
1,f105_future_payment_29m_mean,122.4017391204834,9
1,f105_future_payment_29m_sum,118.13102912902832,8
1,f105_future_payment_30m_max,213.3114128112793,15
1,f105_future_payment_31m_sum,94.18556118011475,8
1,f105_future_payment_29m_min,202.61314868927002,16
1,f105_future_payment_2m_sum,430.8670492172241,34
1,f105_future_payment_32m_max,408.6220827102661,32
1,f105_future_payment_32m_sum,81.14114952087402,7
1,f105_future_payment_30m_sum,187.84726810455322,12
1,f105_future_payment_33m_sum,149.17181015014648,12
1,f105_future_payment_34m_sum,46.2222695350647,4
1,f105_future_payment_36m_sum,51.622629165649414,4
1,f105_future_payment_37m_sum,76.65708923339844,5
1,f105_future_payment_35m_sum,77.42745971679688,6
1,f105_future_payment_38m_sum,20.630799293518066,2
1,f105_future_payment_41m_sum,55.48426103591919,5
1,f105_future_payment_40m_sum,87.53803062438965,7
1,f105_future_payment_39m_sum,14.988200187683105,1
1,f105_future_payment_42m_sum,62.05992889404297,6
1,f105_future_payment_3m_sum,348.0787010192871,26
1,f105_future_payment_43m_sum,83.62048864364624,7
1,f105_future_payment_46m_sum,52.257500648498535,4
1,f105_future_payment_44m_sum,61.12220001220703,4
1,f105_future_payment_45m_sum,34.58261013031006,3
1,f105_future_payment_47m_max,23.130300521850586,2
1,f105_future_payment_47m_sum,9.590709686279297,1
1,f105_future_payment_49m_min,75.12305927276611,8
1,f105_future_payment_48m_mean,56.5254602432251,6
1,f105_future_payment_48m_sum,0.0,0
1,f105_future_payment_49m_max,21.084400177001953,2
1,f105_future_payment_47m_min,70.70753002166748,7
1,f105_future_payment_48m_min,38.379459381103516,3
1,f105_future_payment_49m_mean,31.450098991394043,3
1,f105_future_payment_49m_sum,0.0,0
1,f105_future_payment_52m_sum,166.121018409729,15
1,f105_future_payment_50m_sum,0.0,0
1,f105_future_payment_47m_mean,19.255970001220703,2
1,f105_future_payment_48m_max,9.326290130615234,1
1,f105_future_payment_4m_sum,280.9770302772522,20
1,f105_future_payment_57m_sum,0.0,0
1,f105_future_payment_55m_sum,0.0,0
1,f105_future_payment_53m_sum,112.17531061172485,9
1,f105_future_payment_54m_sum,23.16059970855713,2
1,f105_future_payment_51m_sum,15.618800163269043,1
1,f105_future_payment_56m_sum,0.0,0
1,f105_future_payment_60m_sum,0.0,0
1,f105_future_payment_59m_sum,0.0,0
1,f105_future_payment_58m_sum,0.0,0
1,f105_future_payment_5m_sum,567.2954158782959,38
1,f105_future_payment_61m_sum,0.0,0
1,f105_future_payment_66m_sum,0.0,0
1,f105_future_payment_64m_sum,0.0,0
1,f105_future_payment_62m_sum,0.0,0
1,f105_future_payment_65m_sum,0.0,0
1,f105_future_payment_68m_sum,0.0,0
1,f105_future_payment_63m_sum,0.0,0
1,f105_future_payment_67m_sum,0.0,0
1,f105_future_payment_69m_sum,0.0,0
1,f105_future_payment_6m_sum,448.96861267089844,37
1,f105_future_payment_7m_sum,393.3282856941223,29
1,f105_past_payment_14m_sum,610.0057487487793,50
1,f105_future_payment_8m_sum,533.0728197097778,36
1,f105_past_payment_14m_max,1601.2142839431763,123
1,f105_future_vs_past_max-vs-withoutapp,1249.1819376945496,94
1,f105_past_payment_12m_min,5748.58057308197,426
1,f105_past_payment_15m_max,1099.0284719467163,88
1,f105_past_payment_13m_max,2637.2211747169495,197
1,f105_past_payment_18m_sum,649.1652212142944,45
1,f105_past_payment_16m_sum,537.2400131225586,42
1,f105_past_payment_16m_max,940.0705213546753,73
1,f105_past_payment_13m_sum,834.076470375061,65
1,f105_future_payment_9m_sum,596.8900332450867,41
1,f105_future_payment_app_ratio,520.2802000045776,39
1,f105_past_payment_17m_max,1156.1104092597961,86
1,f105_past_payment_15m_sum,487.7073702812195,36
1,f105_past_payment_18m_max,919.7078771591187,71
1,f105_past_payment_17m_sum,563.33078956604,43
1,f105_past_payment_19m_min,823.4628319740295,67
1,f105_past_payment_19m_mean,506.7596483230591,40
1,f105_past_payment_19m_sum,425.9201512336731,34
1,f105_past_payment_1m_min,1799.8902320861816,133
1,f105_past_payment_18m_mean,1817.0023674964905,134
1,f105_past_payment_21m_max,407.9297823905945,33
1,f105_past_payment_19m_max,584.1367359161377,44
1,f105_past_payment_20m_max,394.26215076446533,30
1,f105_past_payment_20m_sum,350.7575101852417,30
1,f105_past_payment_20m_mean,479.0313582420349,38
1,f105_past_payment_20m_min,584.1328086853027,47
1,f105_past_payment_22m_min,511.3940920829773,40
1,f105_past_payment_21m_mean,511.73279190063477,38
1,f105_past_payment_22m_max,450.39281272888184,34
1,f105_past_payment_23m_mean,464.1662492752075,37
1,f105_past_payment_22m_mean,406.09857845306396,31
1,f105_past_payment_21m_min,713.3980159759521,54
1,f105_past_payment_21m_sum,274.47852754592896,21
1,f105_past_payment_23m_max,641.1517219543457,51
1,f105_past_payment_23m_sum,205.46183013916016,18
1,f105_past_payment_22m_sum,218.69156742095947,17
1,f105_past_payment_23m_min,508.3454532623291,45
1,f105_past_payment_24m_min,558.6000499725342,45
1,f105_past_payment_25m_max,1111.443172454834,79
1,f105_past_payment_26m_sum,121.37628173828125,9
1,f105_past_payment_24m_max,589.1232004165649,50
1,f105_past_payment_24m_sum,408.43293952941895,33
1,f105_past_payment_24m_mean,565.7474007606506,46
1,f105_past_payment_25m_sum,298.40504026412964,22
1,f105_past_payment_27m_sum,164.177339553833,12
1,f105_past_payment_28m_sum,86.81276893615723,7
1,f105_past_payment_28m_max,408.57588291168213,32
1,f105_past_payment_27m_max,658.9953818321228,49
1,f105_past_payment_30m_max,422.48032999038696,33
1,f105_past_payment_29m_max,364.4720187187195,29
1,f105_past_payment_29m_sum,122.45964813232422,10
1,f105_past_payment_32m_sum,74.41430997848511,7
1,f105_past_payment_30m_sum,137.75504875183105,12
1,f105_past_payment_31m_sum,142.4678134918213,11
1,f105_past_payment_2m_min,1610.429892539978,118
1,f105_past_payment_32m_max,214.59984922409058,18
1,f105_past_payment_35m_max,105.43888854980469,10
1,f105_past_payment_33m_sum,18.42490005493164,1
1,f105_past_payment_34m_min,151.73043060302734,12
1,f105_past_payment_34m_mean,209.92281103134155,16
1,f105_past_payment_34m_max,146.23161029815674,11
1,f105_past_payment_33m_max,319.2791500091553,24
1,f105_past_payment_34m_sum,79.09325981140137,6
