,chunk,feature,importance_gain,importance_split,auc_train,auc_valid
2088,3,f101_approved_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_std_div_mean,558.47246,46,0.84957,0.77114
2089,3,f101_nyg_low_normal_DAYS_LAST_DUE_d_app_DAYS_BIRTH_min,558.42628,35,0.84957,0.77114
2058,3,f102_approved_amt_paid_mean,616.63245,36,0.84957,0.77114
2601,3,f101_active_cnt_paid_std_div_mean,175.7073,13,0.84957,0.77114
2598,3,f102_approved_interest_rate_diff_max,177.02557,16,0.84957,0.77114
2056,3,f101_approved_AMT_CREDIT_d_total_debt_diff_min,618.90122,37,0.84957,0.77114
1980,3,f108_AMT_DOWN_PAYMENT-d-AMT_GOODS_PRICE,989.63471,71,0.84957,0.77114
2370,3,f101_nyg_low_normal_DAYS_DECISION_s_app_DAYS_BIRTH_max,303.39063,19,0.84957,0.77114
2372,3,f107_AMT_GOODS_PRICE-s-app_AMT_INCOME_TOTAL_pctchange,302.67675,23,0.84957,0.77114
2364,3,f101_approved_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_mean,306.08917,23,0.84957,0.77114
2716,3,f101_nyg_middle_AMT_GOODS_PRICE_d_AMT_ANNUITY_pctchange_min,107.51129,9,0.84957,0.77114
2717,3,f102_completed_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_mean,107.4259,7,0.84957,0.77114
2376,3,f101_approved_DAYS_TERMINATION_d_app_DAYS_REGISTRATION_max,300.76419,24,0.84957,0.77114
2373,3,f101_approved_AMT_CREDIT_d_AMT_ANNUITY_pctchange_max_div_min,301.85695,22,0.84957,0.77114
1982,3,f101_approved_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,977.52529,40,0.84957,0.77114
1979,3,f102_approved_AMT_CREDIT_d_AMT_APPLICATION_mean,990.2921,59,0.84957,0.77114
2402,3,f104_nyg_high_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,284.47256,19,0.84957,0.77114
2403,3,f104_approved_AMT_ANNUITY_mean,284.38842,21,0.84957,0.77114
2718,3,f103_approved_amt_unpaid_mean,106.8208,6,0.84957,0.77114
2374,3,f101_nyg_middle_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_max,300.95991,20,0.84957,0.77114
2375,3,f101_completed_DAYS_DECISION_d_app_DAYS_BIRTH_max,300.91245,23,0.84957,0.77114
2405,3,f101_completed_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_min,282.59363,20,0.84957,0.77114
2404,3,f103_completed_AMT_APPLICATION_s_app_AMT_ANNUITY_mean,283.55971,19,0.84957,0.77114
2198,3,f101_nyg_middle_DAYS_FIRST_DUE_d_app_DAYS_ID_PUBLISH_min,434.6025,30,0.84957,0.77114
2200,3,f101_approved_DAYS_TERMINATION_s_app_DAYS_EMPLOYED_std_div_mean,432.25641,29,0.84957,0.77114
