,chunk,feature,importance_gain,importance_split,auc_train,auc_valid
12428,14,f101_completed_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_std_div_mean,472.50732,30,0.84346,0.76863
12382,14,f108_future_payment_1m,550.03514,38,0.84346,0.76863
12387,14,f101_completed_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_FIRST_DUE_min,540.579,35,0.84346,0.76863
12388,14,f102_refused_AMT_CREDIT_d_AMT_APPLICATION_min,540.13602,32,0.84346,0.76863
12386,14,f101_nyg_low_normal_AMT_CREDIT_mean,541.34872,39,0.84346,0.76863
12925,14,f104_completed_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,120.70931,10,0.84346,0.76863
12588,14,f101_active_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_max,300.37737,25,0.84346,0.76863
12232,14,f001_FLAG_WORK_PHONE,1541.07444,87,0.84346,0.76863
12234,14,f001_AMT_ANNUITY-d-CNT_FAM_MEMBERS,1509.39472,103,0.84346,0.76863
12231,14,f107_AMT_GOODS_PRICE-s-app_AMT_GOODS_PRICE,1570.8346,103,0.84346,0.76863
12756,14,f101_nyg_high_AMT_GOODS_PRICE_d_AMT_ANNUITY_diff_std,195.08177,14,0.84346,0.76863
12228,14,f102_approved_AMT_APPLICATION_s_app_AMT_ANNUITY_max,1620.57971,101,0.84346,0.76863
12932,14,f103_approved_DAYS_FIRST_DUE_d_app_DAYS_BIRTH_std_div_mean,117.8354,10,0.84346,0.76863
12429,14,f103_completed_DAYS_FIRST_DUE_s_app_DAYS_EMPLOYED_min,470.84361,23,0.84346,0.76863
12431,14,f101_approved_DAYS_TERMINATION_s_DAYS_DECISIONS_max_div_min,470.07175,37,0.84346,0.76863
12432,14,f103_approved_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_min,469.78588,36,0.84346,0.76863
12430,14,f101_nyg_middle_AMT_CREDIT_d_app_AMT_ANNUITY_diff_max,470.3787,34,0.84346,0.76863
12939,14,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_std_div_mean,115.44844,10,0.84346,0.76863
12435,14,f101_refused_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_mean,465.96283,31,0.84346,0.76863
12437,14,f104_approved_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_mean,465.09673,32,0.84346,0.76863
12434,14,f107_AMT_CREDIT-d-AMT_APPLICATION_pctchange,467.45141,38,0.84346,0.76863
12589,14,f104_active_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_min,299.7311,18,0.84346,0.76863
12881,14,f107_future_payment_14m,141.19836,10,0.84346,0.76863
12878,14,f103_nyg_middle_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_mean,142.04569,12,0.84346,0.76863
12439,14,f103_nyg_high_AMT_DOWN_PAYMENT_min,462.8861,22,0.84346,0.76863
12886,14,f101_active_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_diff_max,139.77699,13,0.84346,0.76863
12885,14,f103_nyg_middle_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_min,140.2725,10,0.84346,0.76863
12884,14,f103_nyg_low_normal_interest_rate_pctchange_min,140.43351,11,0.84346,0.76863
12426,14,f101_nyg_low_normal_DAYS_FIRST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_std_div_mean,473.08314,28,0.84346,0.76863
12433,14,f101_approved_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_diff_min,468.36495,40,0.84346,0.76863
12584,14,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_diff_mean,302.60711,20,0.84346,0.76863
12221,14,f101_completed_AMT_ANNUITY_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_max_div_min,2046.82201,64,0.84346,0.76863
12218,14,f103_nyg_high_CNT_PAYMENT_min,2155.95,70,0.84346,0.76863
12224,14,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_GOODS_PRICE_min,1773.49502,97,0.84346,0.76863
12223,14,f105_future_payment_22m_max,1835.1894,89,0.84346,0.76863
12215,14,f102_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_max,2356.32215,140,0.84346,0.76863
12205,14,f101_approved_DAYS_FIRST_DRAWING_s_app_DAYS_BIRTH_mean,2887.84614,132,0.84346,0.76863
12217,14,f101_approved_DAYS_FIRST_DUE_s_DAYS_FIRST_DRAWING_mean,2234.28733,102,0.84346,0.76863
12902,14,f104_approved_AMT_CREDIT_max,130.95219,10,0.84346,0.76863
12900,14,f104_approved_DAYS_LAST_DUE_s_app_DAYS_EMPLOYED_max,131.42282,12,0.84346,0.76863
12901,14,f104_refused_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_min,131.1974,10,0.84346,0.76863
12402,14,f101_refused_AMT_CREDIT_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,508.85849,37,0.84346,0.76863
12401,14,f102_approved_AMT_CREDIT_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,510.04683,39,0.84346,0.76863
12896,14,f101_nyg_middle_AMT_CREDIT_d_AMT_ANNUITY_diff_max_div_min,133.24189,12,0.84346,0.76863
12894,14,f102_nyg_middle_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_mean,133.98199,10,0.84346,0.76863
12895,14,f104_active_AMT_CREDIT_d_AMT_APPLICATION_diff_max,133.97314,10,0.84346,0.76863
12905,14,f101_nyg_high_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_std_div_mean,129.12282,11,0.84346,0.76863
12409,14,f101_nyg_low_action_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_min,498.54384,31,0.84346,0.76863
12399,14,f102_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_DECISIONS_max,513.87186,35,0.84346,0.76863
12397,14,f101_nyg_high_AMT_CREDIT_s_app_AMT_ANNUITY_max_div_min,513.98561,38,0.84346,0.76863
12398,14,f101_nyg_low_normal_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_min,513.93417,38,0.84346,0.76863
12744,14,f101_active_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std_div_mean,205.15184,16,0.84346,0.76863
12893,14,f103_completed_DAYS_LAST_DUE_d_app_DAYS_REGISTRATION_max,134.14204,10,0.84346,0.76863
12897,14,f103_nyg_low_normal_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_min,132.94388,10,0.84346,0.76863
12908,14,f101_completed_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_std_div_mean,127.27395,11,0.84346,0.76863
12412,14,f101_nyg_high_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_std_div_mean,494.34982,37,0.84346,0.76863
12392,14,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_GOODS_PRICE_pctchange_max,529.33464,37,0.84346,0.76863
12395,14,f101_nyg_high_AMT_GOODS_PRICE_d_AMT_CREDIT_diff_std,519.63829,38,0.84346,0.76863
12891,14,f104_approved_AMT_CREDIT_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_mean,134.79574,10,0.84346,0.76863
12405,14,f101_nyg_low_action_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_LAST_PHONE_CHANGE_mean,505.36732,29,0.84346,0.76863
12410,14,f101_completed_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_diff_mean,497.61195,33,0.84346,0.76863
12907,14,f103_nyg_high_DAYS_LAST_DUE_d_app_DAYS_BIRTH_mean,128.67017,10,0.84346,0.76863
12625,14,f104_approved_total_debt_max,269.70319,19,0.84346,0.76863
12626,14,f102_refused_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_max_div_min,269.6366,18,0.84346,0.76863
12628,14,f101_completed_NAME_PRODUCT_TYPE_XNA_sum,267.22867,13,0.84346,0.76863
12629,14,f103_active_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_EMPLOYED_mean,266.97192,17,0.84346,0.76863
12790,14,f102_active_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_EMPLOYED_mean,179.0732,17,0.84346,0.76863
12791,14,f103_completed_DAYS_TERMINATION_s_app_DAYS_BIRTH_min,178.96409,12,0.84346,0.76863
12788,14,f103_completed_DAYS_FIRST_DUE_d_app_DAYS_ID_PUBLISH_max,179.319,13,0.84346,0.76863
12789,14,f101_nyg_high_AMT_APPLICATION_d_app_AMT_ANNUITY_pctchange_std,179.25817,14,0.84346,0.76863
12276,14,f102_refused_NAME_CLIENT_TYPE_Repeater_sum,901.72049,37,0.84346,0.76863
12278,14,f103_completed_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,899.58274,47,0.84346,0.76863
12784,14,f101_active_AMT_CREDIT_s_app_AMT_ANNUITY_diff_max,181.25091,13,0.84346,0.76863
12786,14,f101_nyg_middle_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_pctchange_std,181.05353,14,0.84346,0.76863
12787,14,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_ANNUITY_std_div_mean,180.98303,16,0.84346,0.76863
12783,14,f104_active_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_min,181.5204,11,0.84346,0.76863
12282,14,f101_active_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_min,874.38536,38,0.84346,0.76863
12542,14,f101_nyg_low_normal_DAYS_TERMINATION_d_app_DAYS_LAST_PHONE_CHANGE_std,351.40307,22,0.84346,0.76863
12546,14,f102_active_AMT_ANNUITY_s_app_AMT_ANNUITY_max,348.96131,27,0.84346,0.76863
12545,14,f101_nyg_high_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std,349.19091,21,0.84346,0.76863
12550,14,f101_refused_AMT_ANNUITY_d_app_AMT_ANNUITY_pctchange_mean,345.54076,21,0.84346,0.76863
12622,14,f103_completed_AMT_CREDIT_d_app_AMT_GOODS_PRICE_min,271.52128,13,0.84346,0.76863
12549,14,f107_DAYS_TERMINATION-s-DAYS_FIRST_DUE,346.90523,30,0.84346,0.76863
12619,14,f101_nyg_middle_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_std_div_mean,273.86476,22,0.84346,0.76863
12623,14,f103_completed_DAYS_DECISION_d_app_DAYS_LAST_PHONE_CHANGE_mean,270.50695,21,0.84346,0.76863
12279,14,f103_nyg_high_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,895.8029,36,0.84346,0.76863
12754,14,f102_nyg_middle_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_mean,200.67483,17,0.84346,0.76863
12403,14,f102_approved_DAYS_DECISION_s_app_DAYS_REGISTRATION_max,508.28769,39,0.84346,0.76863
12898,14,f103_approved_AMT_APPLICATION_d_app_AMT_ANNUITY_diff_max,132.64251,11,0.84346,0.76863
12755,14,f103_active_AMT_ANNUITY_d_app_AMT_ANNUITY_max,198.32513,12,0.84346,0.76863
12582,14,f102_nyg_low_normal_interest_rate_pctchange_mean,305.30776,23,0.84346,0.76863
12581,14,f101_nyg_middle_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_max,306.11774,26,0.84346,0.76863
12194,14,f101_approved_DAYS_FIRST_DRAWING_s_app_DAYS_LAST_PHONE_CHANGE_max,4634.90201,197,0.84346,0.76863
12580,14,f101_nyg_middle_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_max,307.15158,26,0.84346,0.76863
15009,17,f101_completed_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_max_div_min,4031.01294,155,0.83987,0.76807
15013,17,f001_AMT_ANNUITY-d-cnt_adults,3334.36579,179,0.83987,0.76807
15002,17,f102_approved_DAYS_FIRST_DRAWING_d_app_DAYS_ID_PUBLISH_max,5694.92634,227,0.83987,0.76807
15003,17,f001_CODE_GENDER,5669.35929,200,0.83987,0.76807
15524,17,f103_nyg_high_DAYS_LAST_DUE_s_app_DAYS_ID_PUBLISH_min,199.67298,10,0.83987,0.76807
15028,17,f101_refused_DAYS_DECISION_d_app_DAYS_BIRTH_std_div_mean,2052.83303,76,0.83987,0.76807
15468,17,f102_nyg_high_DAYS_LAST_DUE_d_app_DAYS_EMPLOYED_max,244.5346,17,0.83987,0.76807
15469,17,f101_nyg_middle_AMT_APPLICATION_s_app_AMT_GOODS_PRICE_std_div_mean,244.36577,22,0.83987,0.76807
15463,17,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_min,248.04975,20,0.83987,0.76807
15467,17,f101_nyg_middle_AMT_CREDIT_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_std_div_mean,245.11635,20,0.83987,0.76807
15290,17,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_CREDIT_max_div_min,389.45577,33,0.83987,0.76807
15291,17,f103_nyg_high_AMT_APPLICATION_s_app_AMT_GOODS_PRICE_min,389.16964,18,0.83987,0.76807
15470,17,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_mean,244.01454,19,0.83987,0.76807
15310,17,f101_nyg_high_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_diff_mean,371.77204,31,0.83987,0.76807
15285,17,f101_refused_AMT_CREDIT_d_app_AMT_GOODS_PRICE_pctchange_min,394.09273,29,0.83987,0.76807
15288,17,f101_nyg_low_normal_DAYS_TERMINATION_s_app_DAYS_ID_PUBLISH_std_div_mean,391.83194,21,0.83987,0.76807
15454,17,f101_nyg_middle_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_diff_min,252.79181,18,0.83987,0.76807
15457,17,f103_nyg_high_AMT_GOODS_PRICE_d_app_AMT_ANNUITY_pctchange_max,250.8903,14,0.83987,0.76807
15303,17,f102_completed_AMT_ANNUITY_d_app_AMT_ANNUITY_max,376.36016,23,0.83987,0.76807
15450,17,f104_active_AMT_CREDIT_d_app_AMT_CREDIT_mean,254.27291,15,0.83987,0.76807
15451,17,f102_refused_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_std_div_mean,254.101,19,0.83987,0.76807
15309,17,f101_approved_AMT_APPLICATION_s_app_AMT_GOODS_PRICE_diff_std,372.13583,28,0.83987,0.76807
15536,17,f103_nyg_middle_DAYS_FIRST_DUE_d_app_DAYS_ID_PUBLISH_max,192.34484,16,0.83987,0.76807
15534,17,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_CREDIT_diff_min,192.40142,17,0.83987,0.76807
15535,17,f001_REG_CITY_NOT_WORK_CITY,192.38372,10,0.83987,0.76807
15386,17,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_CREDIT_pctchange_min,302.11636,24,0.83987,0.76807
15523,17,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_INCOME_TOTAL_diff_mean,200.91453,16,0.83987,0.76807
15054,17,f103_nyg_high_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_max,1270.3244,45,0.83987,0.76807
15055,17,f101_completed_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_std,1256.91401,52,0.83987,0.76807
15533,17,f104_approved_DAYS_FIRST_DRAWING_s_app_DAYS_BIRTH_mean,194.71429,13,0.83987,0.76807
15520,17,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_LAST_PHONE_CHANGE_std_div_mean,201.97777,14,0.83987,0.76807
15044,17,f103_completed_AMT_CREDIT_d_app_AMT_ANNUITY_max,1507.7274,81,0.83987,0.76807
15050,17,f101_nyg_low_normal_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_min,1333.66902,94,0.83987,0.76807
15052,17,f101_refused_AMT_CREDIT_s_app_AMT_GOODS_PRICE_diff_max,1330.39914,66,0.83987,0.76807
15521,17,f102_nyg_low_normal_DAYS_FIRST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_mean,201.50181,14,0.83987,0.76807
15522,17,f102_approved_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_min,201.49303,17,0.83987,0.76807
15383,17,f101_nyg_middle_AMT_CREDIT_d_app_AMT_GOODS_PRICE_pctchange_max,304.06044,27,0.83987,0.76807
15379,17,f102_active_AMT_APPLICATION_s_app_AMT_ANNUITY_pctchange_mean,309.10605,25,0.83987,0.76807
15472,17,f102_refused_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_mean,240.77419,16,0.83987,0.76807
15473,17,f101_nyg_middle_AMT_GOODS_PRICE_d_AMT_ANNUITY_pctchange_max_div_min,240.44942,19,0.83987,0.76807
15286,17,f101_completed_AMT_CREDIT_d_app_AMT_ANNUITY_diff_mean,393.60928,23,0.83987,0.76807
15287,17,f101_active_AMT_CREDIT_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_mean,392.70151,31,0.83987,0.76807
15453,17,f001_NONLIVINGAREA_MEDI,252.93861,19,0.83987,0.76807
15471,17,f102_approved_DAYS_LAST_DUE_s_app_DAYS_EMPLOYED_max,242.64894,19,0.83987,0.76807
15283,17,f101_nyg_middle_AMT_CREDIT_d_app_AMT_GOODS_PRICE_diff_min,396.5672,33,0.83987,0.76807
15474,17,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_FIRST_DUE_std_div_mean,239.38709,17,0.83987,0.76807
15281,17,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_max_div_min,397.82367,35,0.83987,0.76807
15477,17,f104_nyg_high_AMT_GOODS_PRICE_s_app_AMT_INCOME_TOTAL_max,237.51807,17,0.83987,0.76807
15279,17,f101_refused_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_pctchange_min,400.34857,22,0.83987,0.76807
15284,17,f101_refused_AMT_APPLICATION_d_app_AMT_ANNUITY_pctchange_mean,395.39827,27,0.83987,0.76807
15278,17,f102_refused_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,400.52275,30,0.83987,0.76807
15307,17,f101_nyg_middle_DAYS_LAST_DUE_d_app_DAYS_BIRTH_std_div_mean,373.42523,24,0.83987,0.76807
15447,17,f102_completed_AMT_CREDIT_d_app_AMT_ANNUITY_max,255.60696,16,0.83987,0.76807
15306,17,f107_future_payment_3m,373.77828,27,0.83987,0.76807
15478,17,f101_active_total_debt_max_div_min,237.29753,16,0.83987,0.76807
15476,17,f101_nyg_middle_DAYS_TERMINATION_s_DAYS_DECISIONS_max_div_min,237.6277,20,0.83987,0.76807
15071,17,f101_completed_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_min,1062.57701,59,0.83987,0.76807
15067,17,f101_approved_DAYS_LAST_DUE_d_app_DAYS_REGISTRATION_std,1081.63208,82,0.83987,0.76807
15068,17,f101_approved_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_std_div_mean,1079.24475,84,0.83987,0.76807
15387,17,f103_active_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_min,300.1333,18,0.83987,0.76807
15388,17,f101_nyg_middle_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_pctchange_mean,300.07,20,0.83987,0.76807
15066,17,f102_completed_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_min,1089.67299,53,0.83987,0.76807
15064,17,f101_nyg_low_normal_AMT_CREDIT_d_app_AMT_GOODS_PRICE_min,1118.6269,82,0.83987,0.76807
15065,17,f101_nyg_high_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_max,1116.42065,56,0.83987,0.76807
15062,17,f101_refused_HOUR_APPR_PROCESS_START_max,1131.28364,47,0.83987,0.76807
15063,17,f101_nyg_high_AMT_CREDIT_d_app_AMT_CREDIT_mean,1124.51087,84,0.83987,0.76807
15061,17,f103_completed_AMT_CREDIT_d_app_AMT_GOODS_PRICE_max,1153.73894,57,0.83987,0.76807
15539,17,f103_approved_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_diff_max,188.76297,15,0.83987,0.76807
15541,17,f101_nyg_high_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_pctchange_mean,188.50692,13,0.83987,0.76807
15059,17,f102_refused_DAYS_DECISION_s_app_DAYS_BIRTH_std,1178.1629,62,0.83987,0.76807
15538,17,f102_completed_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_ID_PUBLISH_mean,189.67705,14,0.83987,0.76807
15390,17,f104_active_AMT_ANNUITY_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,299.2381,16,0.83987,0.76807
15384,17,f104_approved_AMT_GOODS_PRICE_s_app_AMT_CREDIT_mean,302.24557,25,0.83987,0.76807
15385,17,f104_active_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_mean,302.22801,18,0.83987,0.76807
15376,17,f102_active_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_max,311.9928,23,0.83987,0.76807
15378,17,f103_nyg_high_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_min,310.97931,16,0.83987,0.76807
15537,17,f101_nyg_low_action_total_debt_diff_max,191.24834,16,0.83987,0.76807
15057,17,f108_CNT_PAYMENT,1229.78937,90,0.83987,0.76807
15080,17,f103_completed_DAYS_DECISION_s_app_DAYS_EMPLOYED_mean,932.69795,57,0.83987,0.76807
15077,17,f105_cnt_paid-d-unpaid_min,953.58818,62,0.83987,0.76807
15078,17,f001_TOTALAREA_MODE,949.73008,59,0.83987,0.76807
15551,17,f101_completed_AMT_GOODS_PRICE_d_app_AMT_GOODS_PRICE_pctchange_min,183.22351,13,0.83987,0.76807
15549,17,f101_nyg_middle_AMT_CREDIT_d_total_debt_diff_max_div_min,184.58756,16,0.83987,0.76807
15550,17,f102_active_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_min,184.1267,15,0.83987,0.76807
15548,17,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_max,185.20131,14,0.83987,0.76807
15076,17,f105_future_payment_28m_min,1021.7808,56,0.83987,0.76807
15547,17,f103_refused_AMT_ANNUITY_d_app_AMT_CREDIT_diff_min,185.76795,12,0.83987,0.76807
15545,17,f101_nyg_high_CHANNEL_TYPE_Credit_and_cash_offices_mean,186.18001,16,0.83987,0.76807
15546,17,f101_completed_AMT_GOODS_PRICE_d_app_AMT_GOODS_PRICE_diff_min,185.92691,13,0.83987,0.76807
15389,17,f103_nyg_high_DAYS_TERMINATION_s_app_DAYS_EMPLOYED_min,299.83682,21,0.83987,0.76807
15375,17,f101_refused_AMT_CREDIT_d_app_AMT_CREDIT_mean,312.4134,20,0.83987,0.76807
15370,17,f101_nyg_middle_AMT_ANNUITY_d_app_AMT_ANNUITY_pctchange_mean,317.36156,25,0.83987,0.76807
15373,17,f101_nyg_low_normal_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_min,312.79394,23,0.83987,0.76807
15374,17,f101_completed_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std_div_mean,312.62073,21,0.83987,0.76807
15273,17,f102_active_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_ID_PUBLISH_max,402.62101,31,0.83987,0.76807
15274,17,f101_nyg_high_AMT_GOODS_PRICE_d_AMT_CREDIT_pctchange_std,402.53919,31,0.83987,0.76807
15280,17,f101_completed_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_min,399.8745,28,0.83987,0.76807
15479,17,f104_active_DAYS_TERMINATION_s_DAYS_DECISIONS_mean,236.65041,14,0.83987,0.76807
15448,17,f101_nyg_high_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_max,255.04645,20,0.83987,0.76807
15449,17,f101_nyg_high_AMT_APPLICATION_s_app_AMT_ANNUITY_diff_max,254.79215,19,0.83987,0.76807
15268,17,f101_nyg_high_AMT_APPLICATION_d_app_AMT_CREDIT_std_div_mean,405.80697,26,0.83987,0.76807
15269,17,f101_nyg_low_action_AMT_APPLICATION_s_app_AMT_ANNUITY_max,405.62781,26,0.83987,0.76807
15275,17,f101_nyg_middle_DAYS_DECISION_d_app_DAYS_LAST_PHONE_CHANGE_std_div_mean,401.62662,33,0.83987,0.76807
15276,17,f103_active_AMT_APPLICATION_s_app_AMT_CREDIT_min,401.57965,21,0.83987,0.76807
15482,17,f103_approved_AMT_CREDIT_d_AMT_ANNUITY_max_div_min,232.46189,19,0.83987,0.76807
15480,17,f103_approved_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_pctchange_max,235.81836,18,0.83987,0.76807
15271,17,f104_completed_DAYS_FIRST_DUE_d_app_DAYS_REGISTRATION_mean,403.54508,29,0.83987,0.76807
15272,17,f101_completed_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_mean,402.87741,32,0.83987,0.76807
15484,17,f101_nyg_low_normal_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std,230.85904,18,0.83987,0.76807
15270,17,f102_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_pctchange_max,405.37653,34,0.83987,0.76807
15446,17,f101_active_AMT_CREDIT_s_app_AMT_GOODS_PRICE_std,256.43453,18,0.83987,0.76807
15313,17,f103_nyg_high_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_mean,367.03356,18,0.83987,0.76807
15486,17,f102_approved_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_pctchange_min,229.98955,21,0.83987,0.76807
15559,17,f104_completed_DAYS_FIRST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_mean,179.01953,14,0.83987,0.76807
15560,17,f101_approved_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_diff_max_div_min,179.01437,15,0.83987,0.76807
15089,17,f102_nyg_low_normal_cnt_paid_ratio_min,848.13934,52,0.83987,0.76807
15556,17,f102_approved_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_pctchange_min,179.73499,15,0.83987,0.76807
15557,17,f102_refused_AMT_APPLICATION_d_app_AMT_CREDIT_max,179.50912,13,0.83987,0.76807
15553,17,f101_active_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_pctchange_mean,182.47548,14,0.83987,0.76807
15555,17,f104_approved_DAYS_TERMINATION_s_app_DAYS_REGISTRATION_mean,180.22648,16,0.83987,0.76807
15558,17,f101_nyg_high_DAYS_FIRST_DUE_s_DAYS_DECISIONS_std_div_mean,179.19147,13,0.83987,0.76807
15554,17,f101_nyg_high_AMT_CREDIT_d_app_AMT_GOODS_PRICE_diff_mean,181.92327,17,0.83987,0.76807
15084,17,f101_approved_NAME_PRODUCT_TYPE_XNA_sum,885.95729,43,0.83987,0.76807
15552,17,f101_nyg_middle_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_std_div_mean,182.99844,14,0.83987,0.76807
